EmprestimoID,UsuarioID,LivroID,Data_Emprestimo,Data_Devolucao
812,27,52,2022-12-20 18:50:07.015445,2023-08-16 18:50:07.033800
813,98,90,2023-06-26 18:50:07.015449,2023-04-03 18:50:07.033809
814,8,45,2022-11-07 18:50:07.015452,2022-11-17 18:50:07.033813
815,25,13,2023-04-15 18:50:07.015456,2023-07-18 18:50:07.033816
816,63,45,2023-05-17 18:50:07.015459,2023-02-15 18:50:07.033820
817,54,18,2023-08-25 18:50:07.015463,2023-04-13 18:50:07.033823
818,25,58,2022-12-30 18:50:07.015466,2023-06-28 18:50:07.033827
819,87,5,2023-09-04 18:50:07.015470,2023-05-26 18:50:07.033831
820,15,13,2023-05-11 18:50:07.015474,2023-06-21 18:50:07.033834
821,63,84,2023-08-09 18:50:07.015477,2023-05-21 18:50:07.033838
822,36,20,2023-04-06 18:50:07.015481,2023-09-13 18:50:07.033841
823,65,90,2023-04-18 18:50:07.015484,2022-11-22 18:50:07.033845
824,14,62,2023-02-13 18:50:07.015488,2023-01-27 18:50:07.033848
825,92,36,2022-11-01 18:50:07.015491,2023-08-07 18:50:07.033852
826,53,1,2022-09-28 18:50:07.015495,2023-03-24 18:50:07.033855
827,59,94,2022-10-21 18:50:07.015498,2022-10-10 18:50:07.033859
828,33,15,2022-11-01 18:50:07.015501,2023-01-28 18:50:07.033862
829,29,19,2022-12-03 18:50:07.015505,2023-09-08 18:50:07.033866
830,14,77,2023-06-12 18:50:07.015508,2023-09-08 18:50:07.033869
831,19,99,2023-01-23 18:50:07.015512,2023-06-20 18:50:07.033873
832,16,55,2023-09-23 18:50:07.015515,2023-04-01 18:50:07.033876
833,95,82,2023-02-08 18:50:07.015519,2023-02-10 18:50:07.033880
834,70,99,2023-02-12 18:50:07.015522,2023-01-12 18:50:07.033883
835,24,60,2023-08-08 18:50:07.015526,2023-01-04 18:50:07.033887
836,59,54,2022-12-19 18:50:07.015529,2023-05-01 18:50:07.033890
837,20,35,2022-10-27 18:50:07.015533,2023-04-15 18:50:07.033894
838,45,18,2023-08-30 18:50:07.015536,2023-03-26 18:50:07.033897
839,73,35,2023-06-02 18:50:07.015540,2023-06-17 18:50:07.033901
840,54,77,2023-08-13 18:50:07.015543,2023-08-19 18:50:07.033904
841,59,92,2023-01-23 18:50:07.015547,2022-11-01 18:50:07.033908
842,29,95,2022-10-30 18:50:07.015550,2023-08-04 18:50:07.033911
843,38,41,2022-10-07 18:50:07.015553,2023-09-26 18:50:07.033915
844,86,39,2023-06-13 18:50:07.015557,2023-01-30 18:50:07.033919
845,64,63,2023-01-15 18:50:07.015560,2022-12-22 18:50:07.033922
846,41,53,2023-09-16 18:50:07.015564,2022-09-26 18:50:07.033926
847,25,64,2023-06-01 18:50:07.015567,2023-08-01 18:50:07.033929
848,83,11,2022-10-06 18:50:07.015571,2023-04-13 18:50:07.033937
849,14,75,2023-06-25 18:50:07.015574,2023-05-05 18:50:07.033941
850,62,20,2023-08-05 18:50:07.015578,2023-05-16 18:50:07.033944
851,72,18,2022-09-29 18:50:07.015581,2023-08-23 18:50:07.033947
852,38,39,2023-03-18 18:50:07.015585,2022-12-27 18:50:07.033951
853,90,59,2023-01-10 18:50:07.015588,2022-11-15 18:50:07.033954
854,11,70,2023-06-06 18:50:07.015592,2023-05-01 18:50:07.033958
855,55,99,2023-06-05 18:50:07.015595,2022-12-22 18:50:07.033961
856,84,20,2023-08-11 18:50:07.015599,2023-03-05 18:50:07.033965
857,33,22,2023-07-18 18:50:07.015602,2023-09-08 18:50:07.033968
858,60,16,2023-09-21 18:50:07.015605,2023-05-04 18:50:07.033972
859,94,94,2023-06-26 18:50:07.015609,2023-07-05 18:50:07.033975
860,44,86,2023-03-08 18:50:07.015612,2023-03-19 18:50:07.033979
861,95,31,2022-10-29 18:50:07.015616,2023-05-12 18:50:07.033983
862,49,88,2023-08-04 18:50:07.015620,2023-06-28 18:50:07.033986
863,3,18,2023-04-16 18:50:07.015623,2023-06-26 18:50:07.033990
864,78,45,2023-03-28 18:50:07.015626,2023-02-04 18:50:07.033993
865,14,70,2022-12-13 18:50:07.015630,2023-01-11 18:50:07.033997
866,43,67,2023-06-29 18:50:07.015633,2023-02-25 18:50:07.034000
867,60,100,2023-02-23 18:50:07.015637,2023-05-18 18:50:07.034004
868,94,4,2023-03-03 18:50:07.015640,2023-03-13 18:50:07.034007
869,89,64,2023-03-14 18:50:07.015644,2023-07-09 18:50:07.034011
870,48,52,2023-02-20 18:50:07.015647,2023-03-25 18:50:07.034014
871,36,13,2022-10-27 18:50:07.015651,2022-09-29 18:50:07.034018
872,14,88,2023-04-09 18:50:07.015654,2023-07-03 18:50:07.034021
873,48,17,2023-02-13 18:50:07.015658,2022-10-21 18:50:07.034024
874,59,76,2023-09-18 18:50:07.015661,2023-06-13 18:50:07.034028
875,79,95,2023-08-05 18:50:07.015664,2023-08-27 18:50:07.034031
876,55,17,2023-06-03 18:50:07.015668,2023-05-03 18:50:07.034035
877,16,62,2023-05-23 18:50:07.015671,2022-10-28 18:50:07.034039
878,85,1,2023-05-07 18:50:07.015675,2022-10-15 18:50:07.034042
879,34,55,2023-06-30 18:50:07.015678,2023-03-05 18:50:07.034045
880,97,86,2023-08-03 18:50:07.015682,2023-09-04 18:50:07.034049
881,20,48,2023-05-24 18:50:07.015686,2023-05-22 18:50:07.034052
882,72,100,2023-07-24 18:50:07.015689,2022-12-12 18:50:07.034056
883,24,29,2023-07-15 18:50:07.015693,2023-04-26 18:50:07.034059
884,30,83,2022-10-25 18:50:07.015696,2023-08-26 18:50:07.034063
885,36,50,2023-01-12 18:50:07.015700,2023-09-17 18:50:07.034066
886,18,51,2022-12-10 18:50:07.015703,2023-03-12 18:50:07.034070
887,90,14,2023-01-16 18:50:07.015707,2022-12-09 18:50:07.034073
888,71,19,2023-09-20 18:50:07.015710,2023-06-10 18:50:07.034077
889,22,98,2023-06-22 18:50:07.015714,2023-09-10 18:50:07.034080
890,8,90,2023-02-25 18:50:07.015717,2023-02-04 18:50:07.034084
891,80,11,2023-07-09 18:50:07.015721,2023-04-16 18:50:07.034087
892,57,15,2022-11-23 18:50:07.015724,2023-09-23 18:50:07.034091
893,68,18,2023-07-19 18:50:07.015728,2022-11-05 18:50:07.034094
894,65,28,2023-03-11 18:50:07.015731,2023-03-11 18:50:07.034098
895,55,60,2022-10-03 18:50:07.015734,2023-07-21 18:50:07.034101
896,17,77,2022-10-05 18:50:07.015738,2023-04-16 18:50:07.034105
897,20,20,2022-09-30 18:50:07.015741,2023-03-09 18:50:07.034108
898,32,65,2022-11-15 18:50:07.015745,2023-02-26 18:50:07.034112
899,87,12,2023-04-01 18:50:07.015748,2023-01-20 18:50:07.034115
900,42,34,2023-09-18 18:50:07.015752,2023-07-17 18:50:07.034119
901,30,89,2023-08-22 18:50:07.015755,2022-11-26 18:50:07.034122
902,36,67,2023-07-14 18:50:07.015759,2022-10-06 18:50:07.034126
903,93,7,2023-09-16 18:50:07.015762,2023-03-25 18:50:07.034129
904,23,20,2023-04-12 18:50:07.015766,2022-11-07 18:50:07.034133
905,20,22,2023-07-28 18:50:07.015769,2022-09-27 18:50:07.034136
906,16,98,2023-01-10 18:50:07.015772,2023-05-03 18:50:07.034140
907,29,80,2023-09-07 18:50:07.015776,2023-03-31 18:50:07.034143
908,83,66,2023-03-25 18:50:07.015779,2023-04-27 18:50:07.034147
909,20,26,2023-02-10 18:50:07.015783,2023-08-23 18:50:07.034150
910,91,93,2022-11-07 18:50:07.015786,2023-06-17 18:50:07.034154
911,72,95,2023-07-23 18:50:07.015790,2023-06-29 18:50:07.034158
912,54,44,2023-06-12 18:50:07.015793,2023-04-07 18:50:07.034161
913,69,96,2023-07-15 18:50:07.015797,2023-08-14 18:50:07.034165
914,64,66,2023-01-11 18:50:07.015800,2023-05-08 18:50:07.034168
915,89,60,2022-12-24 18:50:07.015811,2023-01-29 18:50:07.034172
916,75,34,2022-10-17 18:50:07.015815,2023-06-20 18:50:07.034175
917,85,59,2023-07-30 18:50:07.015818,2023-08-16 18:50:07.034179
918,64,39,2023-07-08 18:50:07.015822,2022-12-05 18:50:07.034183
919,28,98,2023-07-18 18:50:07.015826,2022-12-20 18:50:07.034187
920,22,35,2023-07-27 18:50:07.015829,2023-04-11 18:50:07.034190
921,42,16,2023-01-30 18:50:07.015832,2023-03-15 18:50:07.034194
922,73,84,2023-05-02 18:50:07.015836,2023-03-27 18:50:07.034197
923,72,17,2023-03-10 18:50:07.015839,2023-09-03 18:50:07.034200
924,82,38,2023-07-25 18:50:07.015843,2023-07-12 18:50:07.034204
925,76,3,2023-03-12 18:50:07.015846,2023-07-27 18:50:07.034208
926,50,36,2023-03-06 18:50:07.015850,2023-08-31 18:50:07.034211
927,7,32,2022-12-21 18:50:07.015853,2023-09-26 18:50:07.034215
928,79,69,2023-01-23 18:50:07.015856,2023-08-03 18:50:07.034218
929,74,34,2023-04-06 18:50:07.015860,2023-01-11 18:50:07.034222
930,91,24,2023-04-29 18:50:07.015863,2023-01-11 18:50:07.034226
931,32,92,2022-12-23 18:50:07.015867,2022-11-19 18:50:07.034229
932,100,68,2023-04-22 18:50:07.015870,2022-12-03 18:50:07.034233
933,77,95,2023-09-25 18:50:07.015873,2023-08-05 18:50:07.034236
934,37,66,2023-02-05 18:50:07.015877,2023-08-23 18:50:07.034240
935,64,31,2023-01-06 18:50:07.015880,2023-08-11 18:50:07.034243
936,46,31,2023-05-13 18:50:07.015884,2023-01-30 18:50:07.034247
937,70,45,2023-09-19 18:50:07.015887,2022-11-26 18:50:07.034250
938,48,96,2023-05-15 18:50:07.015891,2023-03-27 18:50:07.034254
939,80,93,2022-11-02 18:50:07.015894,2022-12-26 18:50:07.034258
940,65,86,2023-03-07 18:50:07.015898,2023-01-29 18:50:07.034261
941,78,10,2023-05-17 18:50:07.015901,2022-09-30 18:50:07.034265
942,32,11,2023-09-16 18:50:07.015905,2023-08-29 18:50:07.034268
943,39,46,2023-06-27 18:50:07.015908,2022-10-07 18:50:07.034272
944,34,70,2023-07-24 18:50:07.015912,2023-03-17 18:50:07.034275
945,31,84,2023-07-14 18:50:07.015915,2022-11-07 18:50:07.034279
946,20,100,2023-01-22 18:50:07.015918,2023-05-01 18:50:07.034282
947,95,22,2023-06-07 18:50:07.015922,2023-04-24 18:50:07.034286
948,66,61,2023-09-17 18:50:07.015925,2023-08-16 18:50:07.034289
949,6,96,2022-10-19 18:50:07.015929,2023-03-26 18:50:07.034293
950,99,2,2023-01-03 18:50:07.015937,2022-12-08 18:50:07.034296
951,13,21,2023-06-23 18:50:07.015941,2023-01-10 18:50:07.034300
952,77,33,2023-05-28 18:50:07.015944,2023-02-24 18:50:07.034303
953,33,81,2022-12-06 18:50:07.015948,2023-01-23 18:50:07.034307
954,87,90,2023-04-14 18:50:07.015951,2022-10-30 18:50:07.034310
955,2,95,2022-12-03 18:50:07.015955,2023-07-14 18:50:07.034314
956,80,47,2022-11-28 18:50:07.015958,2023-02-13 18:50:07.034317
957,37,22,2023-05-22 18:50:07.015962,2023-04-07 18:50:07.034321
958,47,67,2023-06-11 18:50:07.015965,2023-03-18 18:50:07.034324
959,10,48,2023-06-19 18:50:07.015969,2023-05-17 18:50:07.034328
960,57,73,2022-12-20 18:50:07.015972,2023-02-22 18:50:07.034331
961,59,23,2023-08-01 18:50:07.015976,2023-08-10 18:50:07.034335
962,76,29,2023-01-09 18:50:07.015979,2023-08-06 18:50:07.034338
963,3,38,2023-09-05 18:50:07.015983,2023-09-25 18:50:07.034342
964,90,37,2022-11-03 18:50:07.015986,2023-06-17 18:50:07.034345
965,14,54,2023-02-10 18:50:07.015990,2022-10-30 18:50:07.034349
966,63,30,2023-03-02 18:50:07.015993,2023-04-28 18:50:07.034353
967,10,91,2023-07-09 18:50:07.015997,2023-02-22 18:50:07.034356
968,45,28,2023-05-14 18:50:07.016000,2023-09-11 18:50:07.034359
969,98,22,2023-09-16 18:50:07.016004,2023-06-13 18:50:07.034363
970,37,12,2023-08-02 18:50:07.016007,2023-02-28 18:50:07.034366
971,65,10,2023-03-04 18:50:07.016011,2023-04-16 18:50:07.034370
972,75,10,2023-05-23 18:50:07.016014,2022-12-30 18:50:07.034374
973,34,79,2023-04-13 18:50:07.016018,2023-02-10 18:50:07.034377
974,73,98,2023-07-30 18:50:07.016021,2023-01-16 18:50:07.034381
975,94,33,2023-08-29 18:50:07.016025,2023-09-20 18:50:07.034385
976,41,62,2023-01-26 18:50:07.016029,2022-11-25 18:50:07.034388
977,7,5,2022-12-07 18:50:07.016032,2023-02-23 18:50:07.034392
978,48,9,2023-03-13 18:50:07.016036,2023-01-06 18:50:07.034395
979,32,10,2023-05-24 18:50:07.016039,2023-03-14 18:50:07.034399
980,88,64,2022-12-28 18:50:07.016043,2023-05-06 18:50:07.034402
981,50,19,2023-04-07 18:50:07.016046,2022-10-03 18:50:07.034406
982,17,85,2022-10-21 18:50:07.016049,2023-01-26 18:50:07.034409
983,31,31,2023-02-17 18:50:07.016053,2023-02-02 18:50:07.034412
984,56,73,2023-02-18 18:50:07.016057,2022-11-03 18:50:07.034416
985,86,49,2023-08-04 18:50:07.016060,2022-10-31 18:50:07.034419
986,2,29,2022-10-11 18:50:07.016064,2023-02-13 18:50:07.034423
987,57,82,2023-08-11 18:50:07.016067,2023-05-03 18:50:07.034426
988,54,11,2022-12-04 18:50:07.016071,2022-12-28 18:50:07.034430
989,72,92,2023-03-25 18:50:07.016074,2023-03-25 18:50:07.034433
990,21,76,2023-09-06 18:50:07.016077,2023-07-16 18:50:07.034437
991,56,84,2022-12-11 18:50:07.016081,2023-03-15 18:50:07.034441
992,30,3,2023-08-24 18:50:07.016084,2023-02-15 18:50:07.034444
993,57,88,2022-11-29 18:50:07.016088,2022-11-17 18:50:07.034448
994,37,86,2023-06-23 18:50:07.016091,2022-12-11 18:50:07.034451
995,90,14,2022-10-16 18:50:07.016095,2023-06-09 18:50:07.034455
996,3,89,2023-01-21 18:50:07.016098,2022-10-09 18:50:07.034458
997,49,89,2023-07-22 18:50:07.016102,2023-09-06 18:50:07.034461
998,65,82,2022-10-13 18:50:07.016105,2023-07-31 18:50:07.034465
999,92,6,2023-07-13 18:50:07.016109,2023-02-14 18:50:07.034469
1000,42,59,2023-07-10 18:50:07.016112,2023-08-05 18:50:07.034472
1001,73,81,2023-07-06 18:50:07.016115,2023-01-04 18:50:07.034476
1002,56,56,2022-09-26 18:50:07.016119,2022-09-30 18:50:07.034479
1003,33,20,2022-12-14 18:50:07.016123,2023-03-18 18:50:07.034482
1004,53,31,2023-03-20 18:50:07.016126,2023-09-07 18:50:07.034486
1005,47,63,2023-08-22 18:50:07.016130,2023-03-08 18:50:07.034489
1006,18,65,2023-01-24 18:50:07.016133,2023-01-12 18:50:07.034493
1007,9,48,2023-04-02 18:50:07.016137,2023-02-14 18:50:07.034496
1008,43,45,2022-12-08 18:50:07.016140,2022-10-27 18:50:07.034500
1009,62,55,2023-01-31 18:50:07.016144,2023-08-24 18:50:07.034503
1010,19,60,2023-03-02 18:50:07.016147,2022-10-11 18:50:07.034507
1011,37,15,2023-07-06 18:50:07.016151,2023-07-26 18:50:07.034510
1012,69,22,2023-02-18 18:50:07.016154,2023-03-01 18:50:07.034514
1013,79,28,2023-05-10 18:50:07.016158,2023-04-24 18:50:07.034517
1014,43,84,2023-09-04 18:50:07.016161,2023-05-16 18:50:07.034521
1015,49,82,2022-11-15 18:50:07.016165,2023-02-19 18:50:07.034524
1016,92,6,2022-12-10 18:50:07.016168,2023-06-22 18:50:07.034528
1017,51,10,2023-02-06 18:50:07.016172,2022-10-04 18:50:07.034531
1018,42,56,2023-02-27 18:50:07.016175,2023-02-13 18:50:07.034535
1019,36,64,2023-07-20 18:50:07.016179,2022-11-19 18:50:07.034538
1020,55,40,2023-05-31 18:50:07.016182,2022-11-10 18:50:07.034542
1021,37,29,2023-05-31 18:50:07.016186,2023-02-28 18:50:07.034545
1022,28,5,2023-06-29 18:50:07.016189,2023-03-08 18:50:07.034549
1023,77,20,2023-06-07 18:50:07.016193,2023-05-17 18:50:07.034552
1024,66,14,2023-08-13 18:50:07.016197,2023-04-02 18:50:07.034555
1025,73,97,2022-12-25 18:50:07.016201,2023-01-12 18:50:07.034559
1026,75,17,2023-05-05 18:50:07.016205,2023-01-17 18:50:07.034562
1027,61,4,2023-06-15 18:50:07.016209,2023-07-26 18:50:07.034566
1028,88,56,2023-03-28 18:50:07.016212,2023-03-13 18:50:07.034570
1029,77,52,2023-04-24 18:50:07.016216,2023-09-05 18:50:07.034573
1030,28,31,2023-03-06 18:50:07.016219,2022-10-29 18:50:07.034576
1031,1,22,2023-03-31 18:50:07.016223,2023-03-27 18:50:07.034580
1032,95,95,2022-10-03 18:50:07.016227,2023-08-20 18:50:07.034583
1033,57,56,2023-03-28 18:50:07.016230,2023-05-16 18:50:07.034587
1034,1,58,2023-09-13 18:50:07.016234,2023-02-11 18:50:07.034590
1035,1,30,2022-12-03 18:50:07.016237,2023-05-03 18:50:07.034594
1036,36,76,2023-06-18 18:50:07.016241,2022-10-04 18:50:07.034597
1037,51,48,2023-02-16 18:50:07.016245,2023-04-26 18:50:07.034601
1038,53,67,2023-01-25 18:50:07.016248,2023-05-21 18:50:07.034604
1039,54,80,2022-09-30 18:50:07.016252,2023-06-10 18:50:07.034608
1040,8,37,2023-02-26 18:50:07.016255,2022-10-09 18:50:07.034611
1041,93,66,2023-02-24 18:50:07.016259,2023-06-30 18:50:07.034615
1042,99,32,2023-01-28 18:50:07.016262,2023-01-01 18:50:07.034618
1043,89,20,2023-08-26 18:50:07.016266,2022-11-12 18:50:07.034622
1044,47,67,2023-02-27 18:50:07.016270,2022-12-29 18:50:07.034625
1045,88,90,2022-12-11 18:50:07.016273,2023-02-04 18:50:07.034629
1046,21,49,2023-02-13 18:50:07.016277,2023-05-06 18:50:07.034632
1047,18,39,2023-04-28 18:50:07.016280,2023-08-27 18:50:07.034636
1048,90,89,2023-02-08 18:50:07.016284,2023-03-28 18:50:07.034639
1049,53,53,2023-03-29 18:50:07.016287,2023-01-05 18:50:07.034643
1050,95,35,2022-12-16 18:50:07.016291,2022-09-27 18:50:07.034646
1051,14,16,2022-12-15 18:50:07.016294,2023-06-02 18:50:07.034650
1052,18,17,2022-10-16 18:50:07.016298,2022-12-13 18:50:07.034653
1053,39,50,2023-01-20 18:50:07.016301,2022-12-24 18:50:07.034657
1054,63,54,2023-08-05 18:50:07.016305,2023-07-23 18:50:07.034660
1055,15,32,2023-02-20 18:50:07.016308,2023-07-15 18:50:07.034664
1056,26,4,2023-07-10 18:50:07.016312,2023-03-30 18:50:07.034667
1057,3,44,2022-10-17 18:50:07.016315,2023-03-16 18:50:07.034671
1058,43,76,2023-03-25 18:50:07.016319,2022-12-09 18:50:07.034674
1059,21,53,2023-01-31 18:50:07.016322,2022-10-31 18:50:07.034678
1060,1,65,2023-01-30 18:50:07.016326,2023-03-05 18:50:07.034682
1061,51,83,2022-11-17 18:50:07.016330,2023-05-12 18:50:07.034685
1062,35,29,2023-08-25 18:50:07.016333,2022-12-22 18:50:07.034688
1063,91,100,2023-06-27 18:50:07.016337,2023-09-24 18:50:07.034692
1064,4,22,2023-04-05 18:50:07.016340,2023-01-23 18:50:07.034696
1065,93,68,2023-02-23 18:50:07.016344,2022-11-15 18:50:07.034699
1066,73,20,2023-01-28 18:50:07.016348,2023-02-05 18:50:07.034703
1067,9,30,2023-06-04 18:50:07.016351,2023-07-08 18:50:07.034706
1068,80,29,2023-06-27 18:50:07.016355,2023-07-04 18:50:07.034709
1069,83,9,2022-12-29 18:50:07.016358,2023-07-20 18:50:07.034713
1070,11,62,2023-08-18 18:50:07.016362,2023-05-10 18:50:07.034716
1071,93,61,2023-05-01 18:50:07.016366,2023-08-14 18:50:07.034720
1072,98,64,2023-08-19 18:50:07.016369,2023-03-17 18:50:07.034723
1073,58,30,2022-12-22 18:50:07.016372,2023-03-31 18:50:07.034727
1074,95,56,2023-03-09 18:50:07.016376,2023-04-01 18:50:07.034730
1075,2,96,2023-08-24 18:50:07.016379,2023-07-14 18:50:07.034734
1076,51,38,2023-07-12 18:50:07.016383,2023-04-26 18:50:07.034738
1077,56,97,2023-02-26 18:50:07.016387,2023-06-12 18:50:07.034741
1078,73,76,2023-03-20 18:50:07.016390,2023-02-06 18:50:07.034745
1079,30,83,2023-06-25 18:50:07.016394,2022-11-25 18:50:07.034748
1080,41,31,2023-09-02 18:50:07.016397,2022-12-31 18:50:07.034752
1081,38,27,2023-01-01 18:50:07.016401,2023-07-06 18:50:07.034755
1082,66,41,2023-06-28 18:50:07.016404,2023-07-13 18:50:07.034759
1083,78,90,2023-08-12 18:50:07.016408,2022-12-01 18:50:07.034762
1084,14,34,2023-08-22 18:50:07.016411,2023-06-22 18:50:07.034766
1085,91,51,2023-03-15 18:50:07.016415,2023-07-03 18:50:07.034769
1086,84,71,2022-12-30 18:50:07.016418,2023-07-07 18:50:07.034773
1087,3,12,2022-11-10 18:50:07.016422,2023-05-22 18:50:07.034776
1088,21,61,2023-02-24 18:50:07.016425,2023-03-16 18:50:07.034780
1089,92,83,2023-08-01 18:50:07.016429,2023-04-11 18:50:07.034784
1090,12,93,2023-03-24 18:50:07.016432,2023-07-26 18:50:07.034787
1091,16,44,2023-05-17 18:50:07.016436,2023-09-22 18:50:07.034791
1092,34,84,2023-09-17 18:50:07.016439,2023-08-05 18:50:07.034794
1093,94,44,2023-09-05 18:50:07.016443,2023-08-04 18:50:07.034798
1094,4,61,2023-08-11 18:50:07.016446,2022-10-03 18:50:07.034801
1095,76,80,2023-03-15 18:50:07.016450,2023-07-06 18:50:07.034811
1096,12,41,2023-05-28 18:50:07.016454,2023-03-05 18:50:07.034815
1097,41,72,2023-04-15 18:50:07.016457,2023-09-23 18:50:07.034819
1098,41,64,2023-06-05 18:50:07.016461,2023-04-14 18:50:07.034822
1099,69,84,2023-04-18 18:50:07.016464,2023-07-31 18:50:07.034826
1100,14,71,2022-10-08 18:50:07.016468,2022-11-30 18:50:07.034829
1101,52,7,2022-12-23 18:50:07.016471,2022-10-21 18:50:07.034833
1102,63,49,2023-02-18 18:50:07.016476,2022-12-13 18:50:07.034838
1103,25,49,2023-02-17 18:50:07.016480,2023-06-25 18:50:07.034842
1104,67,65,2022-10-21 18:50:07.016484,2023-08-18 18:50:07.034846
1105,28,84,2022-11-04 18:50:07.016487,2023-01-03 18:50:07.034849
1106,30,49,2022-11-19 18:50:07.016491,2023-03-20 18:50:07.034853
1107,77,49,2023-02-20 18:50:07.016495,2022-12-03 18:50:07.034857
1108,89,97,2023-01-03 18:50:07.016498,2023-06-12 18:50:07.034860
1109,75,7,2022-12-26 18:50:07.016501,2023-05-14 18:50:07.034864
1110,59,77,2022-10-20 18:50:07.016505,2023-04-07 18:50:07.034867
1111,1,50,2023-03-07 18:50:07.016509,2023-09-02 18:50:07.034871
1112,38,84,2023-02-11 18:50:07.016517,2023-05-30 18:50:07.034874
1113,79,71,2023-06-22 18:50:07.016520,2023-03-13 18:50:07.034878
1114,67,94,2023-06-16 18:50:07.016524,2023-04-09 18:50:07.034881
1115,25,46,2022-09-28 18:50:07.016527,2023-05-05 18:50:07.034885
1116,41,4,2023-01-18 18:50:07.016531,2023-05-25 18:50:07.034889
1117,53,62,2023-05-28 18:50:07.016534,2023-01-14 18:50:07.034892
1118,31,48,2022-12-19 18:50:07.016538,2023-08-23 18:50:07.034895
1119,24,50,2022-11-18 18:50:07.016541,2022-11-16 18:50:07.034899
1120,61,54,2023-06-04 18:50:07.016545,2023-04-03 18:50:07.034902
1121,61,27,2023-07-07 18:50:07.016548,2023-08-15 18:50:07.034906
1122,7,69,2023-06-19 18:50:07.016552,2023-07-01 18:50:07.034909
1123,28,51,2023-05-08 18:50:07.016556,2023-02-10 18:50:07.034913
1124,52,93,2023-07-09 18:50:07.016559,2022-11-28 18:50:07.034917
1125,9,23,2023-03-04 18:50:07.016563,2023-05-22 18:50:07.034920
1126,75,29,2023-02-25 18:50:07.016566,2022-11-16 18:50:07.034924
1127,29,25,2022-11-04 18:50:07.016570,2023-02-13 18:50:07.034927
1128,20,69,2023-03-24 18:50:07.016573,2023-05-21 18:50:07.034930
1129,65,71,2022-10-20 18:50:07.016577,2023-08-06 18:50:07.034938
1130,65,35,2023-04-01 18:50:07.016580,2023-04-09 18:50:07.034941
1131,83,10,2023-04-19 18:50:07.016583,2023-07-08 18:50:07.034945
1132,94,99,2023-07-08 18:50:07.016587,2023-03-09 18:50:07.034949
1133,64,6,2022-12-05 18:50:07.016591,2022-11-06 18:50:07.034952
1134,44,85,2023-07-08 18:50:07.016594,2023-07-29 18:50:07.034955
1135,18,10,2023-04-14 18:50:07.016598,2023-09-25 18:50:07.034959
1136,41,60,2022-10-22 18:50:07.016601,2023-07-28 18:50:07.034963
1137,60,74,2023-05-27 18:50:07.016605,2022-09-29 18:50:07.034966
1138,55,45,2023-02-01 18:50:07.016608,2023-05-22 18:50:07.034970
1139,70,69,2023-06-26 18:50:07.016612,2023-04-17 18:50:07.034973
1140,61,1,2023-03-14 18:50:07.016615,2023-09-25 18:50:07.034976
1141,45,89,2022-12-30 18:50:07.016619,2023-03-29 18:50:07.034980
1142,85,36,2023-07-13 18:50:07.016622,2022-11-26 18:50:07.034983
1143,24,78,2023-06-14 18:50:07.016626,2023-04-05 18:50:07.034987
1144,52,48,2023-04-06 18:50:07.016629,2022-12-07 18:50:07.034990
1145,35,54,2023-05-19 18:50:07.016633,2022-10-09 18:50:07.034994
1146,32,86,2023-04-01 18:50:07.016636,2023-01-12 18:50:07.034997
1147,57,54,2023-03-15 18:50:07.016640,2023-03-13 18:50:07.035001
1148,77,7,2023-02-19 18:50:07.016644,2022-10-12 18:50:07.035004
1149,87,28,2022-12-07 18:50:07.016647,2023-06-12 18:50:07.035008
1150,64,41,2022-12-16 18:50:07.016651,2023-01-16 18:50:07.035011
1151,91,55,2023-09-14 18:50:07.016654,2023-04-15 18:50:07.035015
1152,76,90,2023-06-30 18:50:07.016658,2023-06-22 18:50:07.035018
1153,63,24,2023-01-27 18:50:07.016661,2023-04-23 18:50:07.035022
1154,94,25,2023-07-13 18:50:07.016665,2022-10-10 18:50:07.035025
1155,44,87,2022-12-22 18:50:07.016668,2023-05-06 18:50:07.035029
1156,18,71,2023-03-03 18:50:07.016672,2023-05-26 18:50:07.035033
1157,44,4,2023-06-02 18:50:07.016675,2023-06-22 18:50:07.035037
1158,39,20,2022-12-29 18:50:07.016679,2023-02-12 18:50:07.035040
1159,17,44,2023-08-18 18:50:07.016682,2023-03-03 18:50:07.035043
1160,13,100,2023-08-15 18:50:07.016686,2023-07-23 18:50:07.035047
1161,59,42,2023-09-12 18:50:07.016689,2023-04-27 18:50:07.035051
1162,12,48,2022-10-06 18:50:07.016693,2023-02-06 18:50:07.035054
1163,98,62,2023-09-13 18:50:07.016697,2022-11-08 18:50:07.035058
1164,78,71,2023-06-25 18:50:07.016700,2022-11-27 18:50:07.035061
1165,16,12,2022-11-11 18:50:07.016704,2023-01-25 18:50:07.035065
1166,54,62,2023-05-23 18:50:07.016707,2023-04-01 18:50:07.035069
1167,68,76,2022-12-16 18:50:07.016711,2023-08-29 18:50:07.035072
1168,35,37,2023-06-06 18:50:07.016714,2023-06-24 18:50:07.035075
1169,92,52,2023-04-01 18:50:07.016718,2023-08-14 18:50:07.035079
1170,78,25,2023-09-02 18:50:07.016721,2023-08-17 18:50:07.035083
1171,90,20,2023-03-23 18:50:07.016725,2023-07-25 18:50:07.035086
1172,43,86,2022-12-04 18:50:07.016728,2022-12-20 18:50:07.035090
1173,73,79,2023-04-05 18:50:07.016732,2023-08-28 18:50:07.035093
