id,dt_avaliacao,tb_candidato_id,tb_equipe_admissoes_id,tb_tipo_avaliacao_id
927,2023-06-15,927,4,1
928,2019-03-18,928,1,3
929,2023-06-16,929,2,1
930,2023-06-16,930,6,3
931,2018-12-16,931,5,4
932,2022-05-01,932,3,1
933,2022-09-24,933,3,1
934,2023-07-22,934,2,3
935,2020-01-20,935,1,1
936,2019-08-29,936,1,3
937,2021-03-21,937,4,4
938,2019-08-04,938,4,3
939,2022-08-27,939,7,4
940,2021-03-07,940,4,3
941,2022-06-08,941,2,3
942,2023-04-16,942,8,4
943,2019-09-17,943,10,2
944,2020-11-07,944,3,1
945,2021-09-04,945,2,2
946,2020-05-28,946,7,3
947,2022-03-01,947,9,4
948,2022-01-02,948,8,1
949,2021-03-07,949,3,3
950,2023-06-20,950,4,3
951,2022-06-22,951,6,1
952,2023-06-28,952,6,4
953,2020-12-01,953,10,3
954,2023-10-30,954,2,4
955,2022-04-09,955,8,3
956,2023-06-24,956,8,4
957,2022-08-02,957,1,1
958,2021-07-27,958,10,1
959,2023-03-22,959,6,4
960,2022-01-23,960,3,2
961,2023-08-16,961,10,4
962,2021-06-26,962,5,4
963,2019-09-04,963,3,4
964,2021-08-03,964,1,2
965,2021-09-29,965,6,2
966,2021-02-26,966,10,1
967,2021-06-25,967,1,2
968,2019-04-19,968,9,1
969,2019-11-05,969,5,3
970,2019-11-18,970,5,2
971,2020-01-17,971,9,1
972,2020-05-06,972,6,3
973,2019-04-25,973,10,2
974,2022-11-18,974,9,4
975,2021-12-15,975,3,4
976,2020-12-30,976,3,4
977,2022-02-24,977,9,2
978,2019-03-20,978,9,4
979,2021-10-18,979,9,4
980,2019-10-18,980,7,4
981,2019-06-21,981,6,2
982,2022-11-22,982,4,2
983,2019-08-06,983,1,2
984,2022-07-05,984,3,2
985,2019-05-24,985,3,3
986,2020-10-13,986,9,3
987,2023-05-23,987,3,2
988,2023-08-22,988,1,3
989,2022-04-03,989,1,3
990,2020-08-26,990,1,2
991,2022-05-27,991,9,1
992,2021-07-11,992,6,2
993,2021-01-18,993,9,2
994,2022-04-30,994,10,4
995,2019-12-31,995,1,4
996,2019-08-27,996,9,1
997,2023-04-12,997,8,4
998,2023-10-03,998,8,1
999,2021-01-24,999,8,4
1000,2021-08-05,1000,8,3
1001,2021-12-25,1001,7,3
1002,2019-04-27,1002,5,1
1003,2022-01-17,1003,6,1
1004,2023-01-22,1004,6,2
1005,2018-12-07,1005,6,3
1006,2019-03-30,1006,8,4
1007,2019-02-16,1007,9,1
1008,2023-09-24,1008,10,4
1009,2021-06-15,1009,4,3
1010,2019-12-25,1010,8,2
1011,2021-06-01,1011,2,2
1012,2023-05-08,1012,7,3
1013,2023-11-02,1013,1,4
1014,2020-12-06,1014,5,1
1015,2020-05-04,1015,4,1
1016,2019-03-19,1016,3,1
1017,2021-06-06,1017,5,4
1018,2022-02-09,1018,1,2
1019,2022-02-04,1019,10,2
1020,2021-03-12,1020,8,2
1021,2023-09-01,1021,2,1
1022,2022-07-11,1022,3,2
1023,2022-06-21,1023,3,3
1024,2023-02-11,1024,2,1
1025,2022-04-21,1025,5,3
1026,2019-03-23,1026,8,1
1027,2021-07-30,1027,4,2
1028,2022-07-14,1028,8,3
1029,2021-01-15,1029,3,4
1030,2020-04-18,1030,10,1
1031,2019-01-12,1031,7,1
1032,2021-07-17,1032,7,3
1033,2021-07-10,1033,1,4
1034,2022-06-22,1034,2,4
1035,2022-01-06,1035,2,1
1036,2023-02-07,1036,10,4
1037,2022-09-13,1037,10,4
1038,2021-10-09,1038,1,4
1039,2023-06-29,1039,8,1
1040,2019-01-25,1040,8,1
1041,2023-09-10,1041,3,1
1042,2022-08-28,1042,2,4
1043,2021-07-13,1043,8,2
1044,2021-07-22,1044,4,2
1045,2020-10-06,1045,6,1
1046,2020-07-05,1046,9,1
1047,2023-03-06,1047,6,2
1048,2019-01-31,1048,6,1
1049,2022-06-11,1049,5,4
1050,2020-01-07,1050,7,2
1051,2020-12-24,1051,8,2
1052,2021-12-12,1052,4,1
1053,2021-02-04,1053,1,4
1054,2022-04-08,1054,2,1
1055,2022-03-01,1055,9,1
1056,2019-12-30,1056,6,4
1057,2020-06-21,1057,3,2
1058,2022-05-16,1058,1,4
1059,2021-10-08,1059,10,2
1060,2021-05-24,1060,9,1
1061,2019-04-24,1061,8,4
1062,2019-10-12,1062,1,2
1063,2022-03-29,1063,1,3
1064,2021-08-21,1064,2,4
1065,2021-11-05,1065,2,4
1066,2020-10-14,1066,9,2
1067,2019-04-15,1067,6,4
1068,2018-11-23,1068,5,3
1069,2022-07-04,1069,10,4
1070,2020-03-05,1070,7,3
1071,2020-06-29,1071,1,4
1072,2019-11-13,1072,9,1
1073,2020-06-01,1073,8,3
1074,2020-03-08,1074,5,3
1075,2021-05-21,1075,9,1
1076,2020-05-17,1076,8,3
1077,2022-09-21,1077,5,4
1078,2022-07-29,1078,2,3
1079,2022-12-23,1079,7,4
1080,2022-12-11,1080,5,3
1081,2021-06-23,1081,6,1
1082,2022-04-04,1082,7,4
1083,2019-12-13,1083,10,4
1084,2021-07-08,1084,8,2
1085,2019-05-23,1085,9,2
1086,2022-04-03,1086,10,4
1087,2019-01-22,1087,8,3
1088,2019-10-19,1088,6,2
1089,2019-07-21,1089,5,3
1090,2020-05-21,1090,4,4
1091,2021-03-20,1091,4,4
1092,2019-09-04,1092,9,4
1093,2019-09-12,1093,1,3
1094,2021-12-21,1094,2,3
1095,2023-02-01,1095,6,3
1096,2021-01-17,1096,1,1
1097,2023-05-26,1097,7,3
1098,2023-03-31,1098,4,1
1099,2022-02-19,1099,4,3
1100,2019-05-20,1100,8,4
1101,2018-11-23,1101,1,3
1102,2023-06-03,1102,4,1
1103,2019-01-12,1103,5,1
1104,2019-11-07,1104,2,1
1105,2022-11-30,1105,1,3
1106,2023-03-12,1106,6,4
1107,2022-03-08,1107,8,2
1108,2023-01-08,1108,6,2
1109,2023-01-05,1109,5,2
1110,2023-08-24,1110,6,2
1111,2019-12-01,1111,6,4
1112,2020-06-28,1112,8,1
1113,2019-08-10,1113,2,2
1114,2020-04-09,1114,9,4
1115,2023-10-19,1115,8,2
1116,2021-12-07,1116,7,2
1117,2022-08-05,1117,3,4
1118,2018-12-04,1118,6,2
1119,2021-02-28,1119,5,4
1120,2022-09-20,1120,1,2
1121,2020-01-09,1121,2,4
1122,2022-05-17,1122,10,2
1123,2021-02-19,1123,7,2
1124,2020-03-31,1124,10,3
1125,2022-06-26,1125,7,1
1126,2019-06-24,1126,9,2
1127,2020-03-06,1127,10,2
1128,2019-11-10,1128,3,3
1129,2020-04-02,1129,9,3
1130,2019-04-17,1130,10,3
1131,2020-08-31,1131,10,3
1132,2023-04-25,1132,4,4
1133,2020-12-27,1133,5,4
1134,2020-10-12,1134,8,1
1135,2022-11-20,1135,5,1
1136,2021-10-01,1136,1,4
1137,2020-11-12,1137,3,1
1138,2022-07-12,1138,2,1
1139,2021-10-09,1139,1,4
1140,2022-02-22,1140,2,1
1141,2023-05-13,1141,6,3
1142,2019-03-21,1142,6,3
1143,2022-10-20,1143,2,3
1144,2023-08-12,1144,2,3
1145,2021-11-11,1145,10,3
1146,2020-03-29,1146,8,4
1147,2022-01-02,1147,4,3
1148,2021-01-27,1148,2,4
1149,2023-03-17,1149,6,1
1150,2020-05-23,1150,6,4
1151,2021-07-06,1151,1,3
1152,2019-12-01,1152,1,1
1153,2019-11-30,1153,4,4
1154,2023-08-09,1154,8,4
1155,2020-10-18,1155,8,2
1156,2023-02-28,1156,10,4
1157,2021-09-06,1157,1,2
1158,2020-12-25,1158,8,4
1159,2021-12-26,1159,10,3
1160,2021-02-20,1160,9,4
1161,2019-03-31,1161,6,2
1162,2019-02-05,1162,10,4
1163,2022-07-04,1163,7,4
1164,2020-12-25,1164,2,3
1165,2021-05-27,1165,5,2
1166,2022-01-16,1166,10,3
1167,2021-04-28,1167,4,2
1168,2022-10-12,1168,9,4
1169,2021-09-21,1169,1,4
1170,2020-01-22,1170,4,3
1171,2020-06-28,1171,8,1
1172,2019-07-13,1172,2,4
1173,2019-10-29,1173,1,1
1174,2020-01-22,1174,10,1
1175,2020-06-21,1175,1,4
1176,2020-03-28,1176,9,4
1177,2022-08-30,1177,1,3
1178,2021-04-06,1178,9,3
1179,2023-06-02,1179,5,2
1180,2023-01-30,1180,2,1
1181,2019-07-19,1181,2,3
1182,2022-10-08,1182,10,2
1183,2022-08-31,1183,9,3
1184,2022-04-17,1184,3,2
1185,2020-08-28,1185,4,3
1186,2020-11-21,1186,2,2
1187,2021-05-23,1187,10,1
1188,2020-04-22,1188,8,4
1189,2022-12-31,1189,2,2
1190,2020-04-03,1190,9,4
1191,2019-02-17,1191,5,2
1192,2020-07-08,1192,8,3
1193,2023-08-09,1193,2,2
1194,2023-06-02,1194,8,2
1195,2022-02-16,1195,9,1
1196,2020-04-28,1196,7,1
1197,2019-07-01,1197,3,3
1198,2022-11-18,1198,5,1
1199,2021-10-21,1199,7,1
1200,2019-01-12,1200,9,3
1201,2023-06-28,1201,6,2
1202,2019-06-11,1202,8,4
1203,2019-05-31,1203,9,4
1204,2022-02-17,1204,5,4
1205,2020-12-14,1205,3,1
1206,2019-03-24,1206,5,2
1207,2021-01-25,1207,7,1
1208,2021-08-20,1208,4,1
1209,2020-07-20,1209,9,1
1210,2019-02-08,1210,3,4
1211,2022-03-09,1211,2,1
1212,2020-10-01,1212,10,3
1213,2021-08-19,1213,5,3
1214,2023-06-11,1214,6,4
1215,2023-01-30,1215,3,3
1216,2020-02-10,1216,7,1
1217,2021-03-11,1217,9,3
1218,2020-11-18,1218,8,4
1219,2021-09-13,1219,3,3
1220,2020-10-03,1220,7,4
1221,2021-06-21,1221,1,1
1222,2018-12-27,1222,2,3
1223,2019-03-04,1223,6,1
1224,2019-10-06,1224,8,1
1225,2023-04-19,1225,7,4
1226,2019-05-27,1226,6,3
1227,2022-03-31,1227,9,4
1228,2022-08-18,1228,6,2
1229,2022-11-15,1229,10,2
1230,2023-02-09,1230,3,1
1231,2021-05-01,1231,8,1
1232,2023-04-21,1232,3,1
1233,2019-05-15,1233,3,1
1234,2022-07-14,1234,1,4
1235,2021-11-10,1235,1,4
1236,2020-05-02,1236,4,1
1237,2021-03-16,1237,10,4
1238,2020-12-24,1238,3,1
1239,2021-01-08,1239,2,1
1240,2021-11-26,1240,1,2
1241,2021-01-23,1241,3,1
1242,2021-02-19,1242,2,1
1243,2022-06-13,1243,7,4
1244,2019-04-04,1244,5,4
1245,2023-05-28,1245,4,1
1246,2020-09-13,1246,5,1
1247,2023-05-27,1247,2,4
1248,2021-11-25,1248,7,2
1249,2019-06-25,1249,2,2
1250,2022-12-02,1250,4,3
1251,2020-09-29,1251,10,1
1252,2022-10-04,1252,4,2
1253,2023-08-07,1253,6,4
1254,2019-09-17,1254,3,3
1255,2019-01-04,1255,7,2
1256,2021-08-08,1256,9,1
1257,2020-12-24,1257,2,2
1258,2019-11-14,1258,4,4
1259,2020-03-03,1259,2,3
1260,2023-06-07,1260,7,3
1261,2022-09-17,1261,10,4
1262,2023-03-17,1262,3,1
1263,2023-03-22,1263,5,2
1264,2021-01-29,1264,3,2
1265,2023-06-18,1265,1,4
1266,2022-03-16,1266,1,3
1267,2023-09-27,1267,5,1
1268,2023-09-22,1268,1,3
1269,2022-07-12,1269,9,2
1270,2023-10-18,1270,1,1
1271,2023-05-09,1271,5,3
1272,2023-04-18,1272,3,3
1273,2020-03-04,1273,5,3
1274,2019-05-29,1274,9,4
1275,2021-05-28,1275,2,1
1276,2021-07-10,1276,3,2
1277,2022-12-19,1277,5,4
1278,2023-11-08,1278,1,1
1279,2019-12-22,1279,8,1
1280,2022-12-30,1280,6,1
1281,2019-10-18,1281,6,3
1282,2021-03-23,1282,4,1
1283,2022-09-20,1283,7,2
1284,2020-02-08,1284,5,1
1285,2020-12-28,1285,7,1
1286,2022-02-20,1286,3,3
1287,2020-11-22,1287,5,3
1288,2019-02-14,1288,4,2
1289,2019-09-01,1289,2,4
1290,2023-06-15,1290,3,2
1291,2022-03-03,1291,10,4
1292,2020-12-14,1292,1,4
1293,2020-05-16,1293,3,2
1294,2021-03-12,1294,5,1
1295,2019-12-26,1295,3,4
1296,2020-07-15,1296,10,3
1297,2023-07-21,1297,6,4
1298,2020-10-15,1298,10,1
1299,2022-09-07,1299,2,4
1300,2020-04-05,1300,8,3
1301,2023-05-05,1301,6,1
1302,2020-10-21,1302,7,1
1303,2020-11-20,1303,3,3
1304,2023-09-10,1304,7,2
1305,2019-09-15,1305,8,2
1306,2020-03-11,1306,8,3
1307,2019-11-08,1307,1,2
1308,2023-08-06,1308,6,2
1309,2023-01-23,1309,9,1
1310,2019-02-24,1310,3,2
1311,2022-04-03,1311,3,1
1312,2020-04-08,1312,9,2
1313,2023-08-27,1313,8,4
1314,2020-08-09,1314,7,4
1315,2020-04-27,1315,6,2
1316,2023-03-28,1316,7,4
1317,2023-04-09,1317,8,4
1318,2019-03-28,1318,6,2
1319,2023-10-30,1319,2,2
1320,2023-08-14,1320,5,3
1321,2020-09-23,1321,6,4
1322,2020-05-10,1322,2,4
1323,2020-02-20,1323,1,3
1324,2019-12-13,1324,8,2
1325,2019-03-20,1325,8,1
1326,2019-12-04,1326,5,4
1327,2019-01-20,1327,4,2
1328,2020-07-03,1328,5,1
1329,2020-10-16,1329,2,1
1330,2020-05-06,1330,8,1
1331,2018-11-16,1331,8,2
1332,2018-12-25,1332,5,1
1333,2019-06-03,1333,7,2
1334,2023-05-10,1334,3,1
1335,2022-02-26,1335,2,3
1336,2022-10-08,1336,5,3
1337,2022-07-01,1337,9,1
1338,2022-01-13,1338,7,3
1339,2019-11-02,1339,6,2
1340,2019-03-30,1340,1,1
1341,2019-02-16,1341,5,1
1342,2023-03-16,1342,2,2
1343,2023-08-19,1343,3,1
1344,2022-12-23,1344,1,1
1345,2022-02-06,1345,4,3
1346,2019-12-01,1346,5,3
1347,2019-01-06,1347,3,4
1348,2023-07-20,1348,4,4
1349,2019-08-17,1349,3,3
1350,2021-05-27,1350,10,3
1351,2020-06-16,1351,1,3
1352,2022-01-16,1352,1,3
1353,2022-03-03,1353,6,2
1354,2019-08-26,1354,2,4
1355,2021-05-16,1355,5,1
1356,2019-06-11,1356,1,1
1357,2020-10-22,1357,5,2
1358,2023-07-15,1358,6,1
1359,2021-05-04,1359,8,2
1360,2021-07-12,1360,2,1
1361,2020-11-19,1361,10,2
1362,2019-08-04,1362,6,3
1363,2023-03-03,1363,8,3
1364,2019-04-02,1364,3,1
1365,2022-11-30,1365,3,1
1366,2021-03-01,1366,4,1
1367,2022-05-29,1367,1,4
1368,2023-07-11,1368,1,3
1369,2019-12-29,1369,6,1
1370,2020-07-29,1370,2,2
1371,2021-07-02,1371,3,1
1372,2021-07-07,1372,6,4
1373,2022-04-19,1373,5,1
1374,2021-07-10,1374,3,3
1375,2019-09-20,1375,4,3
1376,2019-03-16,1376,3,2
1377,2018-10-31,1377,2,1
1378,2020-07-14,1378,9,2
1379,2019-01-05,1379,8,4
1380,2022-10-20,1380,6,2
1381,2022-05-01,1381,7,2
1382,2020-05-15,1382,8,2
1383,2018-11-28,1383,1,2
1384,2022-01-02,1384,7,1
1385,2021-03-29,1385,6,4
1386,2021-09-04,1386,7,2
1387,2022-02-25,1387,7,1
1388,2022-08-19,1388,1,2
1389,2019-06-08,1389,9,4
1390,2021-08-31,1390,9,2
1391,2018-12-30,1391,3,3
1392,2019-03-15,1392,5,4
1393,2022-07-05,1393,4,4
1394,2022-07-08,1394,1,4
1395,2022-03-16,1395,6,1
1396,2022-07-02,1396,10,1
1397,2021-02-20,1397,3,4
1398,2019-08-26,1398,5,1
1399,2019-07-12,1399,4,4
1400,2018-12-19,1400,4,4
1401,2022-04-02,1401,5,3
1402,2022-01-24,1402,7,1
1403,2021-06-24,1403,1,1
1404,2019-08-03,1404,1,3
1405,2019-08-26,1405,7,4
1406,2020-10-23,1406,1,4
1407,2021-04-24,1407,3,3
1408,2018-12-06,1408,2,1
1409,2022-09-09,1409,2,3
1410,2023-07-02,1410,8,1
1411,2021-08-18,1411,8,4
1412,2019-09-25,1412,2,1
1413,2022-03-30,1413,3,1
1414,2021-03-08,1414,2,2
1415,2022-10-24,1415,5,2
1416,2019-04-17,1416,7,3
1417,2023-04-19,1417,3,4
1418,2018-12-14,1418,2,2
1419,2022-01-22,1419,2,3
1420,2023-08-15,1420,10,4
1421,2020-06-28,1421,3,3
1422,2022-07-15,1422,7,1
1423,2022-06-06,1423,9,2
1424,2023-07-06,1424,3,1
1425,2020-08-26,1425,7,3
1426,2021-04-23,1426,2,4
1427,2023-07-15,1427,1,4
1428,2020-01-21,1428,10,3
1429,2022-01-23,1429,5,3
1430,2023-06-03,1430,1,3
1431,2023-08-27,1431,4,1
1432,2023-09-16,1432,6,2
1433,2022-04-10,1433,7,2
1434,2020-04-10,1434,9,2
1435,2022-03-12,1435,2,4
1436,2022-10-02,1436,8,2
1437,2018-12-16,1437,3,1
1438,2023-04-27,1438,2,4
1439,2020-11-29,1439,2,3
1440,2023-07-06,1440,3,2
1441,2022-08-07,1441,9,4
1442,2023-09-06,1442,3,1
1443,2023-07-19,1443,6,3
1444,2023-04-01,1444,6,4
1445,2023-08-26,1445,7,3
1446,2019-10-28,1446,10,1
1447,2022-10-27,1447,10,2
1448,2023-05-09,1448,9,1
1449,2023-01-09,1449,10,3
1450,2019-06-09,1450,10,2
1451,2021-12-21,1451,9,2
1452,2019-02-07,1452,2,2
1453,2022-01-06,1453,10,2
1454,2022-06-23,1454,6,4
1455,2020-05-15,1455,6,4
1456,2021-12-24,1456,10,3
1457,2022-10-12,1457,5,2
1458,2019-06-18,1458,7,4
1459,2023-10-03,1459,8,3
1460,2022-09-19,1460,3,3
1461,2022-01-24,1461,3,4
1462,2019-01-08,1462,3,1
1463,2020-11-15,1463,8,1
1464,2019-12-14,1464,8,4
1465,2019-01-30,1465,1,2
1466,2019-07-26,1466,5,2
1467,2020-01-08,1467,4,3
1468,2022-07-09,1468,6,1
1469,2021-11-12,1469,10,2
1470,2022-09-01,1470,9,1
1471,2023-04-22,1471,2,2
1472,2023-10-17,1472,7,3
1473,2023-09-08,1473,10,4
1474,2020-05-30,1474,3,3
1475,2022-02-10,1475,8,1
1476,2018-12-23,1476,10,2
1477,2021-05-25,1477,2,1
1478,2019-06-20,1478,5,1
1479,2023-08-20,1479,10,1
1480,2018-12-10,1480,6,2
1481,2023-10-01,1481,8,2
1482,2021-12-28,1482,2,2
1483,2020-02-04,1483,6,3
1484,2019-07-17,1484,6,2
1485,2022-10-08,1485,3,1
1486,2021-12-14,1486,2,3
1487,2021-09-13,1487,10,2
1488,2023-04-10,1488,6,1
1489,2021-07-27,1489,7,2
1490,2019-11-30,1490,9,2
1491,2022-09-27,1491,3,2
1492,2023-01-13,1492,6,2
1493,2022-10-23,1493,4,2
1494,2021-05-07,1494,6,1
1495,2019-08-16,1495,3,2
1496,2020-02-03,1496,4,4
1497,2022-12-21,1497,2,1
1498,2021-06-13,1498,2,1
1499,2022-02-26,1499,5,1
1500,2020-05-17,1500,9,2
1501,2019-06-15,1501,3,3
1502,2019-09-27,1502,9,3
1503,2023-07-03,1503,3,1
1504,2023-07-05,1504,7,1
1505,2020-01-30,1505,6,1
1506,2021-03-08,1506,7,1
1507,2019-08-25,1507,1,1
1508,2022-05-01,1508,8,4
1509,2020-01-04,1509,6,3
1510,2022-07-31,1510,8,1
1511,2021-02-14,1511,4,3
1512,2020-04-26,1512,2,2
1513,2020-03-27,1513,3,4
1514,2020-01-02,1514,9,3
1515,2022-12-18,1515,1,2
1516,2021-10-02,1516,8,2
1517,2023-03-10,1517,8,1
1518,2023-11-24,1518,8,4
1519,2019-07-10,1519,7,3
1520,2022-08-28,1520,9,2
1521,2019-05-22,1521,8,1
1522,2021-03-07,1522,1,1
1523,2021-12-17,1523,2,3
1524,2021-02-04,1524,8,3
1525,2019-12-03,1525,7,2
1526,2019-09-15,1526,1,1
1527,2023-08-07,1527,7,1
1528,2021-10-27,1528,5,4
1529,2021-05-31,1529,9,3
1530,2022-01-31,1530,5,3
1531,2022-12-12,1531,9,4
1532,2019-04-09,1532,7,3
1533,2021-07-30,1533,1,1
1534,2022-07-13,1534,7,3
1535,2023-03-09,1535,10,1
1536,2019-12-05,1536,1,2
1537,2018-12-04,1537,2,2
1538,2023-10-26,1538,4,4
1539,2020-02-02,1539,4,3
1540,2019-11-18,1540,2,2
1541,2022-01-13,1541,10,1
1542,2023-02-01,1542,7,4
1543,2018-11-13,1543,8,4
1544,2023-09-16,1544,3,1
1545,2019-01-28,1545,1,4
1546,2019-04-18,1546,9,1
1547,2019-05-26,1547,7,2
1548,2022-04-05,1548,6,2
1549,2020-09-23,1549,5,1
1550,2021-09-16,1550,5,4
1551,2022-05-02,1551,10,2
1552,2021-03-13,1552,1,1
1553,2019-04-23,1553,2,1
1554,2022-10-04,1554,8,3
1555,2020-05-02,1555,6,2
1556,2020-09-09,1556,8,1
1557,2019-12-20,1557,4,3
1558,2021-03-15,1558,5,4
1559,2022-12-03,1559,6,4
1560,2020-05-20,1560,5,1
1561,2023-03-17,1561,1,4
1562,2020-04-03,1562,1,2
1563,2023-08-21,1563,7,2
1564,2021-08-21,1564,9,2
1565,2021-03-16,1565,4,3
1566,2018-12-19,1566,7,3
1567,2019-05-15,1567,1,2
1568,2019-09-06,1568,8,2
1569,2022-12-31,1569,3,4
1570,2023-03-31,1570,2,2
1571,2023-04-18,1571,4,2
1572,2020-06-15,1572,2,3
1573,2020-03-06,1573,5,3
1574,2021-01-18,1574,8,4
1575,2022-09-07,1575,6,4
1576,2020-11-22,1576,10,2
1577,2019-08-24,1577,4,2
1578,2020-01-18,1578,1,3
1579,2022-06-04,1579,4,3
1580,2019-06-05,1580,2,1
1581,2022-03-19,1581,6,2
1582,2023-07-17,1582,8,1
1583,2022-01-14,1583,6,4
1584,2018-11-12,1584,1,2
1585,2022-11-22,1585,5,1
1586,2019-06-06,1586,5,3
1587,2019-05-30,1587,3,3
1588,2021-10-31,1588,7,2
1589,2023-08-27,1589,7,1
1590,2019-05-01,1590,5,1
1591,2019-09-03,1591,4,4
1592,2019-11-12,1592,10,2
1593,2023-10-22,1593,8,1
1594,2022-01-22,1594,8,2
1595,2018-12-09,1595,10,3
1596,2020-05-02,1596,9,3
1597,2022-10-11,1597,6,4
1598,2019-10-04,1598,2,4
1599,2019-08-06,1599,1,4
1600,2021-07-11,1600,9,1
1601,2020-06-22,1601,10,4
1602,2022-07-08,1602,9,2
1603,2019-06-29,1603,3,2
1604,2019-03-22,1604,6,3
1605,2021-12-25,1605,9,4
1606,2020-10-13,1606,10,2
1607,2022-08-18,1607,8,1
1608,2019-05-07,1608,3,3
1609,2023-10-09,1609,8,3
1610,2020-01-14,1610,10,4
1611,2020-07-14,1611,7,1
1612,2019-03-05,1612,6,4
1613,2019-03-19,1613,5,3
1614,2022-09-24,1614,9,4
1615,2019-06-05,1615,3,2
1616,2022-07-02,1616,2,1
1617,2021-07-09,1617,8,1
1618,2019-01-12,1618,2,4
1619,2018-12-12,1619,7,1
1620,2022-12-30,1620,4,3
1621,2020-12-30,1621,3,3
1622,2019-08-25,1622,7,2
1623,2023-03-15,1623,2,3
1624,2023-09-24,1624,5,1
1625,2021-07-11,1625,7,2
1626,2023-08-10,1626,8,1
1627,2021-08-31,1627,6,2
1628,2021-05-30,1628,7,2
1629,2020-11-03,1629,7,1
1630,2020-01-14,1630,4,4
1631,2023-08-18,1631,3,1
1632,2023-04-04,1632,1,2
1633,2022-11-30,1633,9,1
1634,2022-05-11,1634,8,2
1635,2023-08-10,1635,2,4
1636,2023-09-07,1636,8,1
1637,2020-09-18,1637,9,1
1638,2022-06-07,1638,5,4
1639,2021-10-16,1639,2,4
1640,2020-01-07,1640,10,3
1641,2021-01-24,1641,3,4
1642,2021-04-08,1642,5,3
1643,2022-11-21,1643,1,4
1644,2019-10-29,1644,4,3
1645,2022-06-04,1645,10,1
1646,2019-08-31,1646,7,3
1647,2023-04-05,1647,2,2
1648,2020-02-13,1648,10,4
1649,2022-11-07,1649,4,2
1650,2020-07-31,1650,3,1
1651,2021-07-12,1651,9,4
1652,2023-07-03,1652,2,1
1653,2019-08-07,1653,8,3
1654,2020-08-12,1654,8,2
1655,2019-06-11,1655,4,2
1656,2019-02-16,1656,6,4
1657,2021-02-03,1657,2,4
1658,2021-08-19,1658,2,4
1659,2019-03-18,1659,9,3
1660,2020-02-28,1660,8,1
1661,2021-11-13,1661,7,2
1662,2023-09-11,1662,5,4
1663,2022-04-01,1663,4,4
1664,2020-09-29,1664,8,1
1665,2020-05-20,1665,9,4
1666,2019-05-23,1666,6,2
1667,2022-10-29,1667,10,2
1668,2021-05-21,1668,6,1
1669,2020-09-06,1669,10,2
1670,2021-12-20,1670,1,2
1671,2022-08-01,1671,3,4
1672,2020-12-25,1672,2,2
1673,2023-04-22,1673,3,1
1674,2020-11-26,1674,7,4
1675,2021-10-04,1675,6,4
1676,2020-03-12,1676,9,1
1677,2022-05-21,1677,3,3
1678,2023-05-24,1678,8,3
1679,2019-05-06,1679,2,3
1680,2022-05-20,1680,7,3
1681,2021-03-25,1681,7,2
1682,2023-06-21,1682,7,2
1683,2022-08-19,1683,4,2
1684,2019-02-22,1684,3,4
1685,2022-07-21,1685,7,2
1686,2022-09-27,1686,10,4
1687,2020-06-21,1687,3,1
1688,2023-07-21,1688,3,4
1689,2020-09-18,1689,3,1
1690,2020-12-27,1690,10,1
1691,2021-06-18,1691,9,4
1692,2023-06-17,1692,2,4
1693,2023-02-15,1693,6,3
1694,2020-07-29,1694,6,2
1695,2023-07-28,1695,9,3
1696,2021-07-02,1696,2,4
1697,2020-05-13,1697,8,4
1698,2021-07-08,1698,9,1
1699,2020-10-29,1699,9,4
1700,2022-02-25,1700,1,1
1701,2021-05-23,1701,8,3
1702,2022-04-11,1702,5,2
1703,2019-12-21,1703,5,4
1704,2023-06-01,1704,9,3
1705,2019-04-17,1705,2,4
1706,2021-08-29,1706,1,1
1707,2021-09-13,1707,10,2
1708,2019-05-20,1708,3,4
1709,2022-09-03,1709,1,1
1710,2022-08-25,1710,7,3
1711,2021-03-17,1711,5,4
1712,2019-04-02,1712,2,3
1713,2022-02-28,1713,7,3
1714,2021-11-23,1714,10,4
1715,2022-08-22,1715,1,1
1716,2021-09-27,1716,5,3
1717,2021-10-31,1717,1,3
1718,2019-07-06,1718,1,3
1719,2022-01-12,1719,1,3
1720,2022-04-09,1720,8,3
1721,2020-04-05,1721,8,3
1722,2020-09-01,1722,5,4
1723,2023-09-10,1723,10,1
1724,2020-06-11,1724,10,4
1725,2019-01-02,1725,1,3
1726,2019-03-08,1726,10,1
1727,2023-07-09,1727,9,3
1728,2021-10-06,1728,8,3
1729,2021-07-30,1729,8,4
1730,2019-10-12,1730,6,4
1731,2019-03-29,1731,1,3
1732,2023-01-02,1732,10,1
1733,2021-06-13,1733,3,1
1734,2019-01-20,1734,1,1
1735,2019-09-01,1735,9,4
1736,2020-11-12,1736,6,3
1737,2019-09-15,1737,4,1
1738,2019-07-23,1738,5,1
1739,2019-10-09,1739,6,1
1740,2022-10-18,1740,9,3
1741,2023-02-19,1741,6,2
1742,2022-03-05,1742,1,4
1743,2019-09-16,1743,7,2
1744,2019-01-19,1744,4,2
1745,2020-02-21,1745,7,1
1746,2021-08-25,1746,5,1
1747,2021-05-03,1747,8,4
1748,2022-09-16,1748,9,2
1749,2022-02-27,1749,6,3
1750,2019-04-05,1750,10,2
1751,2020-06-07,1751,10,3
1752,2020-03-31,1752,10,1
1753,2019-01-14,1753,9,1
1754,2022-04-10,1754,7,1
1755,2022-01-27,1755,4,1
